"","BonusMalus","PayFreq","VehClass","VehPower","VehGas","VehAge","Garage","Area","Region","Channel","DrivGender","DrivAge","Marketing","Windscreen","TPL","Damage","Other","Theft","Fire","Total","Sev_Windscreen","Sev_TPL","Sev_Damage","Sev_Other","Sev_Theft","Sev_Fire","Sev_Total"
"6755","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",5,"Closed zbox","A2+A3+A4","Center","B+L","M",48,"M1",0,1,0,0,0,0,1,0,2807,0,0,0,0,2807
"6756","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",8,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",30,"M1",0,0,0,0,1,0,1,0,0,0,0,114,0,114
"6757","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",5,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",27,"M1",1,0,0,0,0,0,1,63,0,0,0,0,0,63
"6758","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",10,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",35,"M1",1,0,0,0,0,0,1,143,0,0,0,0,0,143
"6759","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",5,"Opened & closed collective parking","A5+A6","Paris and South West","B+L","M",40,"M3",1,0,0,0,0,0,1,386,0,0,0,0,0,386
"6760","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",5,"Opened & closed collective parking","A5+A6","Paris and South West","B+L","M",40,"M3",1,0,0,0,0,0,1,394,0,0,0,0,0,394
"6761","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",12,"Street","A5+A6","Paris and South West","B+L","M",23,"M4",0,1,0,0,0,0,1,0,212,0,0,0,0,212
"6762","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",8,"Closed zbox","A7-A10+A12","Headquarters","B+L","F",40,"M1",0,1,0,0,0,0,1,0,2802,0,0,0,0,2802
"6763","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",5,"Opened & closed collective parking","A2+A3+A4","Headquarters","B+L","M",67,"M3",0,0,0,0,1,0,1,0,0,0,0,7827,0,7827
"6764","bonus","Annual","other","P13-P17","Regular",8,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",63,"M1",0,0,0,0,1,0,1,0,0,0,0,22,0,22
"6765","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",13,"Opened & closed collective parking","A5+A6","Paris and South West","B+L","F",35,"M3",1,0,0,0,0,0,1,540,0,0,0,0,0,540
"6766","malus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",12,"Street","A7-A10+A12","Paris and South West","B+L","M",41,"M4",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"6767","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",4,"Opened & closed collective parking","A5+A6","Headquarters","B+L","M",47,"M3",0,0,0,0,1,0,1,0,0,0,0,566,0,566
"6768","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",10,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",38,"M1",0,1,0,0,0,0,1,0,2371,0,0,0,0,2371
"6769","bonus","Annual","other","P13-P17","Diesel",6,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",32,"M1",1,0,0,0,0,0,1,145,0,0,0,0,0,145
"6770","bonus","Annual","other","P13-P17","Diesel",6,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",32,"M1",1,0,0,0,0,0,1,148,0,0,0,0,0,148
"6772","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",8,"Closed zbox","A7-A10+A12","Paris and South West","B+L","F",32,"M1",0,1,0,0,0,0,1,0,2802,0,0,0,0,2802
"6773","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",6,"Opened & closed collective parking","A2+A3+A4","Headquarters","B+L","M",56,"M3",0,1,0,0,0,0,1,0,1891,0,0,0,0,1891
"6774","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",12,"Street","A5+A6","Headquarters","B+L","F",38,"M4",0,0,0,0,1,0,1,0,0,0,0,978,0,978
"6775","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",12,"Closed zbox","A5+A6","Headquarters","B+L","M",58,"M1",1,0,0,0,0,0,1,264,0,0,0,0,0,264
"6776","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",11,"Opened & closed collective parking","A5+A6","Headquarters","B+L","F",29,"M2",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"6777","bonus","Annual","other","P13-P17","Regular",10,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",55,"M1",0,1,0,0,0,0,1,0,449,0,0,0,0,449
"6778","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",7,"Opened & closed collective parking","A5+A6","Headquarters","B+L","F",32,"M2",0,1,0,0,0,0,1,0,858,0,0,0,0,858
"6779","bonus","Annual","other","P13-P17","Diesel",1,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",39,"M1",2,0,0,0,0,0,2,121.5,0,0,0,0,0,121.5
"6780","bonus","Annual","other","P13-P17","Diesel",1,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",39,"M1",2,0,0,0,0,0,2,114,0,0,0,0,0,114
"6781","bonus","Annual","other","P13-P17","Diesel",1,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",39,"M1",1,0,0,0,0,0,1,248,0,0,0,0,0,248
"6782","bonus","Annual","Cheaper","P10+P11+P12","Regular",6,"Closed zbox","A5+A6","Headquarters","B+L","M",42,"M1",1,0,0,0,0,0,1,400,0,0,0,0,0,400
"6784","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Diesel",2,"Opened & closed collective parking","A5+A6","Headquarters","B+L","M",55,"M3",0,2,0,0,0,0,2,0,257,0,0,0,0,257
"6785","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Diesel",2,"Opened & closed collective parking","A5+A6","Headquarters","B+L","M",55,"M3",0,1,0,0,0,0,1,0,524,0,0,0,0,524
"6786","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",17,"Opened & closed collective parking","A2+A3+A4","Headquarters","B+L","M",27,"M3",0,1,0,0,0,0,1,0,340,0,0,0,0,340
"6787","bonus","bi+monthly+quarterly","Cheaper","P2-P9","Regular",13,"Opened & closed collective parking","A5+A6","Paris and South West","B+L","M",36,"M3",0,1,0,0,0,0,1,0,195,0,0,0,0,195
"6788","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",0,"Closed zbox","A5+A6","Paris and South West","B+L","M",37,"M1",0,1,0,0,0,0,1,0,199,0,0,0,0,199
"6789","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",9,"Street","A5+A6","Paris and South West","B+L","F",32,"M4",0,1,0,0,0,0,1,0,1121,0,0,0,0,1121
"6790","bonus","bi+monthly+quarterly","other","P10+P11+P12","Regular",3,"Closed zbox","A7-A10+A12","Paris and South West","B+L","F",42,"M1",0,1,0,0,0,0,1,0,31,0,0,0,0,31
"6791","bonus","bi+monthly+quarterly","Cheaper","P2-P9","Regular",1,"Street","A7-A10+A12","Paris and South West","B+L","M",24,"M4",0,1,0,0,0,0,1,0,2004,0,0,0,0,2004
"6792","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",8,"Street","A7-A10+A12","Paris and South West","B+L","M",44,"M4",0,1,0,0,0,0,1,0,4468,0,0,0,0,4468
"6793","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",7,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",28,"M1",1,0,0,0,1,0,2,242,0,0,0,0,0,242
"6794","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",7,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",28,"M1",1,0,0,0,1,0,2,0,0,0,0,2190,0,2190
"6795","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",7,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",28,"M1",0,0,0,0,1,0,1,0,0,0,0,2234,0,2234
"6796","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",5,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",41,"M1",0,0,1,0,0,0,1,0,0,544,0,0,0,544
"6797","bonus","Annual","other","P10+P11+P12","Diesel",0,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",57,"M1",1,0,0,0,0,0,1,49,0,0,0,0,0,49
"6798","bonus","bi+monthly+quarterly","Cheaper","P2-P9","Regular",1,"Street","A5+A6","Paris and South West","B+L","F",24,"M4",0,0,1,0,0,0,1,0,0,816,0,0,0,816
"6799","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",3,"Closed zbox","A7-A10+A12","Headquarters","B+L","M",36,"M1",1,0,0,0,0,0,1,243,0,0,0,0,0,243
"6800","bonus","Annual","other","P13-P17","Regular",3,"Opened & closed collective parking","A7-A10+A12","Paris and South West","B+L","M",50,"M3",1,0,0,0,0,0,1,502,0,0,0,0,0,502
"6801","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",10,"Closed zbox","A7-A10+A12","Center","A","M",44,"M1",0,1,0,0,0,0,1,0,712,0,0,0,0,712
"6802","bonus","Annual","Cheapest","P2-P9","Regular",1,"Opened & closed collective parking","A7-A10+A12","Paris and South West","B+L","F",45,"M3",0,1,0,0,0,0,1,0,439,0,0,0,0,439
"6803","bonus","Annual","Cheapest","P2-P9","Regular",1,"Opened & closed collective parking","A7-A10+A12","Paris and South West","B+L","F",46,"M3",0,1,0,0,0,0,1,0,448,0,0,0,0,448
"6804","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",5,"Opened & closed collective parking","A7-A10+A12","Paris and South West","B+L","M",20,"M3",0,1,0,0,0,0,1,0,1143,0,0,0,0,1143
"6805","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",9,"Opened & closed collective parking","A7-A10+A12","Paris and South West","B+L","M",20,"M3",0,1,0,0,0,0,1,0,1121,0,0,0,0,1121
"6806","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",13,"Street","A7-A10+A12","Paris and South West","B+L","M",26,"M4",0,1,0,0,0,0,1,0,99,0,0,0,0,99
"6807","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",13,"Street","A7-A10+A12","Paris and South West","B+L","M",26,"M4",0,1,0,0,0,0,1,0,101,0,0,0,0,101
"6809","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",0,"Closed zbox","A7-A10+A12","Paris and South West","B+L","F",24,"M1",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"6810","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",6,"Closed zbox","A5+A6","Paris and South West","B+L","F",48,"M1",0,1,0,0,0,0,1,0,2244,0,0,0,0,2244
"6811","malus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",9,"Street","A7-A10+A12","Paris and South West","B+L","F",28,"M4",0,2,0,0,0,0,2,0,277.5,0,0,0,0,277.5
"6812","malus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",9,"Street","A7-A10+A12","Paris and South West","B+L","F",28,"M4",0,2,0,0,0,0,2,0,340,0,0,0,0,340
"6813","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",0,"Opened & closed collective parking","A7-A10+A12","Paris and South West","B+L","F",38,"M3",1,0,0,0,0,0,1,427,0,0,0,0,0,427
"6814","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",1,"Opened & closed collective parking","A7-A10+A12","Paris and South West","B+L","F",38,"M3",1,0,0,0,0,0,1,436,0,0,0,0,0,436
"6815","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",7,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",31,"M1",1,0,0,0,0,0,1,213,0,0,0,0,0,213
"6816","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",7,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",31,"M1",0,0,1,0,0,0,1,0,0,18916,0,0,0,18916
"6817","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",5,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",31,"M1",1,0,0,0,0,0,1,217,0,0,0,0,0,217
"6818","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",7,"Opened & closed collective parking","A7-A10+A12","Paris and South West","B+L","M",31,"M2",0,1,0,0,0,0,1,0,398,0,0,0,0,398
"6819","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",9,"Opened & closed collective parking","A7-A10+A12","Paris and South West","B+L","F",29,"M2",1,0,0,0,0,0,1,785,0,0,0,0,0,785
"6820","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",14,"Closed zbox","A5+A6","Paris and South West","B+L","F",62,"M1",0,0,1,0,0,0,1,0,0,75,0,0,0,75
"6821","bonus","bi+monthly+quarterly","Cheaper","P13-P17","Diesel",2,"Closed zbox","A7-A10+A12","Headquarters","B+L","M",37,"M1",0,1,0,0,0,0,1,0,488,0,0,0,0,488
"6822","bonus","bi+monthly+quarterly","Cheaper","P13-P17","Diesel",1,"Closed zbox","A7-A10+A12","Headquarters","B+L","M",37,"M1",0,1,0,0,0,0,1,0,760,0,0,0,0,760
"6823","bonus","Annual","Cheapest","P2-P9","Regular",3,"Closed zbox","A7-A10+A12","Paris and South West","B+L","F",40,"M1",0,0,0,0,1,0,1,0,0,0,0,665,0,665
"6824","bonus","Annual","Cheapest","P2-P9","Regular",3,"Closed zbox","A7-A10+A12","Paris and South West","B+L","F",40,"M1",0,0,0,0,1,0,1,0,0,0,0,678,0,678
"6825","bonus","Annual","other","P13-P17","Diesel",8,"Closed zbox","A7-A10+A12","Paris and South West","A","M",40,"M1",0,1,0,0,0,0,1,0,154,0,0,0,0,154
"6826","bonus","Annual","other","P13-P17","Diesel",9,"Closed zbox","A7-A10+A12","Paris and South West","A","M",41,"M1",0,1,0,0,0,0,1,0,85,0,0,0,0,85
"6827","bonus","Annual","other","P13-P17","Diesel",9,"Closed zbox","A7-A10+A12","Paris and South West","A","M",41,"M1",0,3,0,0,0,0,3,0,29,0,0,0,0,29
"6828","bonus","Annual","other","P13-P17","Diesel",9,"Closed zbox","A7-A10+A12","Paris and South West","A","M",41,"M1",0,3,0,0,0,0,3,0,52.3333333333333,0,0,0,0,52.3333333333333
"6829","bonus","Annual","other","P13-P17","Diesel",9,"Closed zbox","A7-A10+A12","Paris and South West","A","M",41,"M1",0,3,0,0,0,0,3,0,212,0,0,0,0,212
"6830","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",12,"Closed zbox","A5+A6","Headquarters","B+L","M",47,"M1",1,0,0,0,0,0,1,209,0,0,0,0,0,209
"6831","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",7,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",32,"M1",0,1,0,0,0,0,1,0,483,0,0,0,0,483
"6832","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",7,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",48,"M1",1,0,0,0,0,0,1,598,0,0,0,0,0,598
"6833","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",12,"Street","A5+A6","Center","A","M",22,"M4",1,0,0,0,0,0,1,184,0,0,0,0,0,184
"6834","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",24,"Opened & closed collective parking","A5+A6","Headquarters","B+L","F",41,"M3",1,0,0,0,0,0,1,201,0,0,0,0,0,201
"6835","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",6,"Opened & closed collective parking","A5+A6","Center","A","F",27,"M2",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"6836","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",11,"Closed zbox","A2+A3+A4","Center","A","M",25,"M1",0,1,0,0,0,0,1,0,225,0,0,0,0,225
"6837","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",10,"Closed zbox","A5+A6","Center","A","M",35,"M1",0,1,0,0,0,0,1,0,278,0,0,0,0,278
"6838","bonus","Annual","other","P10+P11+P12","Regular",10,"Street","A5+A6","Center","A","M",35,"M4",0,1,0,0,0,0,1,0,173,0,0,0,0,173
"6839","bonus","Annual","other","P10+P11+P12","Regular",10,"Street","A5+A6","Center","A","M",35,"M4",0,1,0,0,0,0,1,0,177,0,0,0,0,177
"6840","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",0,"Street","A2+A3+A4","Center","A","F",32,"M4",0,0,1,0,0,0,1,0,0,3973,0,0,0,3973
"6841","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",7,"Opened & closed collective parking","A5+A6","Center","A","F",29,"M2",0,0,0,0,0,1,1,0,0,0,0,0,1511,1511
"6842","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",6,"Street","A5+A6","Center","A","M",21,"M4",0,1,0,0,0,0,1,0,52,0,0,0,0,52
"6843","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",10,"Opened & closed collective parking","A2+A3+A4","Center","A","M",47,"M2",0,1,0,0,0,0,1,0,2672,0,0,0,0,2672
"6844","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",13,"Opened & closed collective parking","A5+A6","Center","A","F",31,"M2",0,0,1,0,0,0,1,0,0,1051,0,0,0,1051
"6845","bonus","Annual","Cheapest","P10+P11+P12","Regular",6,"Opened & closed collective parking","A5+A6","Center","A","M",25,"M2",1,0,0,0,0,0,1,230,0,0,0,0,0,230
"6846","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",0,"Closed zbox","A2+A3+A4","Center","A","M",30,"M1",0,0,1,0,0,0,1,0,0,6381,0,0,0,6381
"6847","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",1,"Closed zbox","A2+A3+A4","Center","A","M",30,"M1",1,0,0,0,0,0,1,433,0,0,0,0,0,433
"6848","bonus","Annual","other","P10+P11+P12","Diesel",6,"Opened & closed collective parking","A5+A6","Center","A","F",31,"M3",1,0,0,0,0,0,1,292,0,0,0,0,0,292
"6849","bonus","Annual","other","P10+P11+P12","Diesel",6,"Opened & closed collective parking","A5+A6","Center","A","F",31,"M3",1,0,0,0,0,0,1,298,0,0,0,0,0,298
"6850","bonus","bi+monthly+quarterly","other","P13-P17","Regular",9,"Closed zbox","A5+A6","Center","A","F",32,"M1",0,1,0,0,0,0,1,0,921,0,0,0,0,921
"6851","bonus","bi+monthly+quarterly","other","P13-P17","Regular",10,"Closed zbox","A5+A6","Center","A","F",33,"M1",0,1,0,0,0,0,1,0,939,0,0,0,0,939
"6852","bonus","Annual","other","P13-P17","Diesel",7,"Closed zbox","A2+A3+A4","Center","A","M",39,"M1",0,1,0,0,0,0,1,0,68,0,0,0,0,68
"6853","bonus","bi+monthly+quarterly","other","P13-P17","Regular",4,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",34,"M1",0,0,1,0,0,0,1,0,0,71,0,0,0,71
"6854","bonus","bi+monthly+quarterly","other","P10+P11+P12","Regular",11,"Opened & closed collective parking","A5+A6","Headquarters","B+L","M",32,"M3",0,1,0,0,0,0,1,0,588,0,0,0,0,588
"6855","malus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",9,"Opened & closed collective parking","A5+A6","Center","A","M",24,"M2",1,0,0,0,0,0,1,243,0,0,0,0,0,243
"6856","malus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",9,"Opened & closed collective parking","A5+A6","Center","A","M",24,"M2",1,0,0,0,0,0,1,248,0,0,0,0,0,248
"6857","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",8,"Opened & closed collective parking","A5+A6","Center","A","M",30,"M3",1,0,0,0,0,0,1,223,0,0,0,0,0,223
"6859","bonus","bi+monthly+quarterly","other","P10+P11+P12","Regular",3,"Opened & closed collective parking","A5+A6","Center","A","M",30,"M3",1,1,0,0,0,0,2,228,0,0,0,0,0,228
"6860","bonus","bi+monthly+quarterly","other","P13-P17","Regular",11,"Opened & closed collective parking","A5+A6","Center","A","M",39,"M3",1,0,0,0,0,0,1,336,0,0,0,0,0,336
"6861","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",2,"Closed zbox","A5+A6","Center","A","M",50,"M1",0,1,0,0,0,0,1,0,3233,0,0,0,0,3233
"6862","bonus","Annual","Cheaper","P10+P11+P12","Diesel",1,"Closed zbox","A2+A3+A4","Center","A","F",54,"M1",0,1,0,0,0,0,1,0,206,0,0,0,0,206
"6863","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",1,"Closed zbox","A5+A6","Center","A","F",36,"M1",1,0,0,0,0,0,1,292,0,0,0,0,0,292
"6864","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",1,"Closed zbox","A5+A6","Center","A","F",36,"M1",0,1,0,0,0,0,1,0,446,0,0,0,0,446
"6865","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",12,"Closed zbox","A2+A3+A4","Paris and South West","A","M",26,"M1",1,0,0,0,0,0,1,237,0,0,0,0,0,237
"6866","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",5,"Closed zbox","A5+A6","Headquarters","B+L","M",32,"M1",0,1,0,0,1,0,2,0,897,0,0,0,0,897
"6867","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",5,"Closed zbox","A5+A6","Headquarters","B+L","M",32,"M1",0,1,0,0,1,0,2,0,0,0,0,576,0,576
"6868","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",5,"Closed zbox","A5+A6","Headquarters","B+L","M",31,"M1",0,0,1,0,0,0,1,0,0,1317,0,0,0,1317
"6871","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",13,"Closed zbox","A2+A3+A4","Center","A","M",20,"M1",0,1,0,0,0,0,1,0,705,0,0,0,0,705
"6872","bonus","bi+monthly+quarterly","other","P13-P17","Regular",6,"Closed zbox","A5+A6","Center","A","M",29,"M1",0,1,0,0,0,0,1,0,76,0,0,0,0,76
"6873","bonus","bi+monthly+quarterly","other","P13-P17","Regular",6,"Closed zbox","A5+A6","Center","A","M",29,"M1",0,1,0,0,0,0,1,0,74,0,0,0,0,74
"6874","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",3,"Closed zbox","A2+A3+A4","Center","A","M",43,"M1",1,0,0,0,0,0,1,616,0,0,0,0,0,616
"6875","bonus","Annual","other","P10+P11+P12","Regular",8,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",38,"M1",0,1,0,0,0,0,1,0,362,0,0,0,0,362
"6876","bonus","Annual","other","P10+P11+P12","Regular",8,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",38,"M1",0,1,0,0,0,0,1,0,369,0,0,0,0,369
"6877","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",5,"Closed zbox","A5+A6","Center","A","F",28,"M1",0,3,0,0,0,0,3,0,480.333333333333,0,0,0,0,480.333333333333
"6878","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",5,"Closed zbox","A5+A6","Center","A","F",28,"M1",0,3,0,0,0,0,3,0,266.666666666667,0,0,0,0,266.666666666667
"6879","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",5,"Closed zbox","A5+A6","Center","A","F",28,"M1",0,3,0,0,0,0,3,0,160,0,0,0,0,160
"6880","bonus","bi+monthly+quarterly","other","P13-P17","Regular",5,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",40,"M1",1,0,1,0,0,0,2,367,0,0,0,0,0,367
"6881","bonus","bi+monthly+quarterly","other","P13-P17","Regular",5,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",40,"M1",1,0,1,0,0,0,2,0,0,5550,0,0,0,5550
"6882","bonus","bi+monthly+quarterly","other","P13-P17","Regular",5,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",40,"M1",1,0,1,0,0,0,2,0,0,5661,0,0,0,5661
"6883","bonus","bi+monthly+quarterly","other","P13-P17","Regular",5,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",40,"M1",1,0,1,0,0,0,2,374,0,0,0,0,0,374
"6884","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",12,"Closed zbox","A2+A3+A4","Center","A","M",26,"M1",1,0,0,0,0,0,1,255,0,0,0,0,0,255
"6887","bonus","bi+monthly+quarterly","other","P13-P17","Regular",9,"Opened & closed collective parking","A5+A6","Center","A","M",36,"M3",1,0,0,0,0,0,1,364,0,0,0,0,0,364
"6888","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",4,"Closed zbox","A5+A6","Center","A","M",24,"M1",0,1,0,0,0,0,1,0,3534,0,0,0,0,3534
"6889","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",4,"Closed zbox","A5+A6","Center","A","M",24,"M1",0,1,0,0,0,0,1,0,3605,0,0,0,0,3605
"6890","bonus","Annual","other","P10+P11+P12","Diesel",9,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",53,"M1",2,0,0,0,0,0,2,181,0,0,0,0,0,181
"6891","bonus","Annual","other","P10+P11+P12","Diesel",9,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",53,"M1",2,0,0,0,0,0,2,247,0,0,0,0,0,247
"6892","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",6,"Closed zbox","A5+A6","Center","A","M",41,"M1",0,1,0,0,0,0,1,0,550,0,0,0,0,550
"6893","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",6,"Closed zbox","A5+A6","Center","A","M",41,"M1",0,1,0,0,0,0,1,0,561,0,0,0,0,561
"6894","bonus","Annual","other","P13-P17","Diesel",1,"Opened & closed collective parking","A5+A6","Center","A","M",61,"M2",1,0,0,0,0,0,1,165,0,0,0,0,0,165
"6895","bonus","Annual","Cheapest","P2-P9","Regular",5,"Closed zbox","A7-A10+A12","Headquarters","B+L","F",34,"M1",1,0,0,0,0,0,1,276,0,0,0,0,0,276
"6896","bonus","Annual","Cheaper","P10+P11+P12","Diesel",9,"Closed zbox","A2+A3+A4","Center","A","F",46,"M1",0,0,1,0,0,0,1,0,0,2092,0,0,0,2092
"6897","bonus","Annual","Cheapest","P10+P11+P12","Diesel",10,"Closed zbox","A2+A3+A4","Center","A","M",47,"M1",0,0,1,0,0,0,1,0,0,1251,0,0,0,1251
"6898","bonus","Annual","Cheaper","P10+P11+P12","Diesel",4,"Closed zbox","A5+A6","Headquarters","B+L","F",57,"M1",1,0,0,0,0,0,1,256,0,0,0,0,0,256
"6899","bonus","Annual","Cheaper","P10+P11+P12","Diesel",4,"Opened & closed collective parking","A2+A3+A4","Center","A","M",29,"M3",0,1,0,0,0,0,1,0,704,0,0,0,0,704
"6900","bonus","Annual","other","P10+P11+P12","Regular",5,"Closed zbox","A2+A3+A4","Center","A","F",27,"M1",1,1,0,0,0,0,2,0,1551,0,0,0,0,1551
"6901","bonus","Annual","other","P10+P11+P12","Regular",5,"Closed zbox","A2+A3+A4","Center","A","F",27,"M1",1,1,0,0,0,0,2,218,0,0,0,0,0,218
"6902","malus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",13,"Opened & closed collective parking","A5+A6","Center","A","M",43,"M3",0,1,0,0,0,0,1,0,799,0,0,0,0,799
"6903","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",13,"Opened & closed collective parking","A5+A6","Center","A","M",43,"M3",1,1,0,0,0,0,2,445,0,0,0,0,0,445
"6904","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",13,"Opened & closed collective parking","A5+A6","Center","A","M",43,"M3",1,1,0,0,0,0,2,0,815,0,0,0,0,815
